Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
141326,Hon.,Patricia,C,Briggs,F,patricia.briggs@yahoo.com,Dalton Briggs,Sally Briggs,Spears,11/13/1975,04:44:54 PM,41.73,53,5/5/2000,Q2,H1,2000,5,May,May,5,Friday,Fri,17.24,160494,0%,711-18-1075,240-914-8001,Easton,Talbot,Easton,MD,21601,South,pcbriggs,x-PdHQo?[d-
232794,Dr.,Forrest,B,Noel,M,forrest.noel@hotmail.com,Johnie Noel,Judith Noel,Bates,3/25/1978,04:28:57 AM,39.37,84,4/5/1999,Q2,H1,1999,4,April,Apr,5,Monday,Mon,18.33,112988,29%,107-98-0848,239-609-5243,Lee,Madison,Lee,FL,32059,South,fbnoel,jR2Oz/+^zIZp<
946835,Hon.,Marjorie,J,Wells,F,marjorie.wells@bp.com,Morton Wells,Frankie Wells,Vaughan,9/14/1961,10:32:02 AM,55.91,49,12/2/2005,Q4,H2,2005,12,December,Dec,2,Friday,Fri,11.66,128425,18%,725-18-0941,316-282-5461,Baldwin City,Douglas,Baldwin City,KS,66006,Midwest,mjwells,v9i9-_fwqY#T~u
894936,Ms.,Vivian,T,Burnett,F,vivian.burnett@gmail.com,Stephen Burnett,Shana Burnett,Delacruz,2/9/1960,01:02:46 PM,57.5,46,9/6/2001,Q3,H2,2001,9,September,Sep,6,Thursday,Thu,15.9,93355,2%,001-11-5958,236-831-5026,Hampden Sydney,Prince Edward,Hampden Sydney,VA,23943,South,vtburnett,yp]4_@~E>tzoOB
946630,Mr.,Duncan,L,Chen,M,duncan.chen@yahoo.co.uk,Edmond Chen,Concetta Chen,Ramos,2/17/1964,07:09:09 AM,53.48,69,11/2/2000,Q4,H2,2000,11,November,Nov,2,Thursday,Thu,16.75,154843,11%,247-99-3757,239-879-2427,West Palm Beach,Palm Beach,West Palm Beach,FL,33420,South,dlchen,g<\Q-?m#f
381338,Ms.,Miriam,A,Barrett,F,miriam.barrett@yahoo.ca,Rob Barrett,Imogene Barrett,Garrett,6/25/1990,09:08:49 PM,27.11,59,3/8/2016,Q1,H1,2016,3,March,Mar,8,Tuesday,Tue,1.39,131543,14%,031-92-2692,210-779-7802,Brady,McCulloch,Brady,TX,76825,South,mabarrett,mNCdGZxQSjsDigF
141178,Mr.,Adam,X,Kirby,M,adam.kirby@yahoo.ca,Harry Kirby,Phyllis Kirby,Hobbs,8/11/1963,11:12:59 PM,54,55,8/3/2015,Q3,H2,2015,8,August,Aug,3,Monday,Mon,1.99,107957,22%,152-23-6880,208-736-4975,Potlatch,Latah,Potlatch,ID,83855,West,axkirby,K$pE:jff
169763,Prof.,Benjamin,X,Macdonald,M,benjamin.macdonald@gmail.com,Roberto Macdonald,Ursula Macdonald,Campbell,5/16/1976,05:23:05 PM,41.23,57,4/20/1999,Q2,H1,1999,4,April,Apr,20,Tuesday,Tue,18.28,89172,27%,295-15-3529,316-561-5979,Tribune,Greeley,Tribune,KS,67879,Midwest,bxmacdonald,Hp$e&4ffg\97%TN
326358,Mr.,Neil,U,Murray,M,neil.murray@apple.com,Boris Murray,Annmarie Murray,Sharpe,9/17/1985,12:53:17 AM,31.88,90,3/24/2016,Q1,H1,2016,3,March,Mar,24,Thursday,Thu,1.35,84151,22%,375-37-8892,603-851-8092,Milton,Strafford,Milton,NH,3851,Northeast,numurray,Y2O1.0^W2k9
185077,Ms.,Nichole,S,Oneil,F,nichole.oneil@shaw.ca,Darrel Oneil,Cynthia Oneil,Cruz,11/30/1957,02:13:51 AM,59.7,58,3/24/2008,Q1,H1,2008,3,March,Mar,24,Monday,Mon,9.35,153345,9%,768-02-1938,209-683-3370,Bangor,Butte,Bangor,CA,95914,West,nsoneil,W.@8w7r6+
901185,Mr.,Jonathon,M,Pearson,M,jonathon.pearson@yahoo.com,Mitch Pearson,Jimmie Pearson,Marsh,9/30/1967,06:57:09 PM,49.86,62,8/17/2015,Q3,H2,2015,8,August,Aug,17,Monday,Mon,1.95,173372,19%,263-99-7250,240-746-0671,Silver Spring,Montgomery,Silver Spring,MD,20903,South,jmpearson,Zy:Jp>4:
264960,Dr.,Brent,J,Bryant,M,brent.bryant@aol.com,Melvin Bryant,Becky Bryant,Sparks,5/9/1960,04:45:45 PM,57.26,86,12/30/1985,Q4,H2,1985,12,December,Dec,30,Monday,Mon,31.6,180468,5%,592-99-1277,423-391-0195,Adamsville,McNairy,Adamsville,TN,38310,South,bjbryant,EI7+EGFJ5F*
248449,Ms.,Carlene,E,Cain,F,carlene.cain@rediffmail.com,Jess Cain,Cheri Cain,Mendez,11/25/1985,11:51:08 AM,31.69,52,6/25/2007,Q2,H1,2007,6,June,Jun,25,Monday,Mon,10.1,107647,4%,056-02-8441,210-510-0508,Houston,Harris,Houston,TX,77219,South,cecain,xlbl~et:c
906870,Mr.,Arnulfo,M,Pittman,M,arnulfo.pittman@yahoo.ca,Erik Pittman,Lawanda Pittman,Hodges,9/26/1972,03:04:14 AM,44.87,68,5/11/2002,Q2,H1,2002,5,May,May,11,Saturday,Sat,15.22,190709,15%,355-08-6207,215-333-8078,Auburn,Schuylkill,Auburn,PA,17922,Northeast,ampittman,THImNj;q
160503,Mr.,Nickolas,Z,Williams,M,nickolas.williams@gmail.com,Jarvis Williams,Leola Williams,Moon,6/23/1985,04:51:20 PM,32.12,51,6/15/2009,Q2,H1,2009,6,June,Jun,15,Monday,Mon,8.12,97725,1%,501-37-0648,307-656-9306,Hanna,Carbon,Hanna,WY,82327,West,nzwilliams,PqwnHDz_@LE_
212917,Prof.,Raymundo,W,Kramer,M,raymundo.kramer@aol.com,Kris Kramer,Jacklyn Kramer,Abbott,4/29/1975,06:22:45 AM,42.28,82,7/1/2002,Q3,H2,2002,7,July,Jul,1,Monday,Mon,15.08,178073,8%,526-99-6591,252-396-5055,Toast,Surry,Toast,NC,27049,South,rwkramer,DfZv}BYynv@
337955,Mr.,Jeremiah,W,Dotson,M,jeremiah.dotson@cox.net,Giovanni Dotson,Diana Dotson,David,7/16/1988,05:16:20 PM,29.05,51,1/21/2015,Q1,H1,2015,1,January,Jan,21,Wednesday,Wed,2.52,42840,27%,562-99-8892,216-364-7679,Shauck,Morrow,Shauck,OH,43349,Midwest,jwdotson,7K]n&w<ui?:R10
171553,Mr.,Tanner,I,Matthews,M,tanner.matthews@rediffmail.com,Terence Matthews,Earnestine Matthews,Kim,9/24/1976,06:13:29 PM,40.87,75,12/7/2008,Q4,H2,2008,12,December,Dec,7,Sunday,Sun,8.64,161106,6%,602-87-3904,907-768-0562,Anchorage,Anchorage Municipality,Anchorage,AK,99695,West,timatthews,lIaBsPQ/zWPS
433510,Mr.,Dorian,A,Foster,M,dorian.foster@gmail.com,Abraham Foster,Robbie Foster,Rosario,7/24/1960,12:05:52 PM,57.05,76,8/15/2009,Q3,H2,2009,8,August,Aug,15,Saturday,Sat,7.96,98604,4%,021-94-2703,304-937-0141,Canebrake,Canebrake,Canebrake,WV,24819,South,dafoster,ftXOOeN|1
970502,Drs.,Nora,I,Hansen,F,nora.hansen@yahoo.co.uk,Fredric Hansen,Mercedes Hansen,Benton,11/13/1982,04:47:05 PM,34.73,51,6/1/2004,Q2,H1,2004,6,June,Jun,1,Tuesday,Tue,13.16,159223,8%,766-04-0139,319-877-0443,Woolstock,Wright,Woolstock,IA,50599,Midwest,nihansen,bB9KP+rtT$i!&d
668717,Hon.,Danial,F,Watts,M,danial.watts@hotmail.com,Sydney Watts,Bettye Watts,Pickett,8/15/1959,03:28:30 PM,57.99,58,6/9/2013,Q2,H1,2013,6,June,Jun,9,Sunday,Sun,4.14,188022,5%,235-57-6265,206-245-0115,Joyce,Clallam,Joyce,WA,98343,West,dfwatts,tELj.>A;/DA
479832,Dr.,Nelson,H,Mcintosh,M,nelson.mcintosh@bp.com,Everett Mcintosh,Polly Mcintosh,Cruz,8/17/1975,08:59:52 PM,41.98,76,7/15/2005,Q3,H2,2005,7,July,Jul,15,Friday,Fri,12.04,139662,30%,100-02-9212,239-650-1951,Glen Saint Mary,Baker,Glen Saint Mary,FL,32040,South,nhmcintosh,B{tM3LeYV^B
273645,Dr.,Manuel,J,Fulton,M,manuel.fulton@gmail.com,Van Fulton,Margret Fulton,Perez,7/16/1983,12:18:48 AM,34.06,78,6/29/2017,Q2,H1,2017,6,June,Jun,29,Thursday,Thu,0.08,80629,10%,695-16-1078,339-281-4930,Peabody,Peabody,Peabody,MA,1964,Northeast,mjfulton,cn4e_e1GN
266284,Hon.,Dominic,U,Henson,M,dominic.henson@aol.com,Edwin Henson,Jodie Henson,Rivers,4/8/1979,10:36:42 PM,38.33,90,2/6/2003,Q1,H1,2003,2,February,Feb,6,Thursday,Thu,14.48,180062,16%,670-48-0872,314-758-8742,Sumner,Chariton,Sumner,MO,64681,Midwest,duhenson,YqhyoPCI
332802,Mr.,Lowell,M,Erickson,M,lowell.erickson@gmail.com,Zachariah Erickson,Beryl Erickson,Harmon,9/2/1982,07:33:37 AM,34.93,62,10/23/2013,Q4,H2,2013,10,October,Oct,23,Wednesday,Wed,3.76,104764,30%,506-57-1112,308-308-0823,Potter,Cheyenne,Potter,NE,69156,Midwest,lmerickson,FctVw&C1uY;C
166615,Mrs.,Jayne,O,Coleman,F,jayne.coleman@yahoo.ca,Cyril Coleman,Leta Coleman,Glass,8/18/1980,01:14:58 AM,36.97,41,11/27/2010,Q4,H2,2010,11,November,Nov,27,Saturday,Sat,6.67,171662,26%,361-08-7099,236-667-5880,Norfolk,Norfolk (city),Norfolk,VA,23506,South,jocoleman,79c@{\0C?MZ
953967,Mr.,Cornell,G,Daniel,M,cornell.daniel@yahoo.com,Linwood Daniel,Elinor Daniel,Klein,5/27/1960,10:59:33 PM,57.21,90,10/31/2004,Q4,H2,2004,10,October,Oct,31,Sunday,Sun,12.75,197951,6%,285-15-0464,212-208-7933,Woodhaven,Queens,Woodhaven,NY,11421,Northeast,cgdaniel,v6RaxaFiq|
114425,Mrs.,Doris,G,Glenn,F,doris.glenn@yahoo.co.uk,Howard Glenn,Maxine Glenn,Hayden,1/14/1976,12:18:49 AM,41.56,46,9/2/2002,Q3,H2,2002,9,September,Sep,2,Monday,Mon,14.91,188137,28%,695-16-1021,270-590-4835,Blaine,Lawrence,Blaine,KY,41124,South,dgglenn,ge|nr_k2r-Nf
676618,Drs.,Tabatha,C,Gonzales,F,tabatha.gonzales@sbcglobal.net,Darrell Gonzales,Cindy Gonzales,Lawrence,6/9/1966,01:40:46 AM,51.17,57,8/7/2009,Q3,H2,2009,8,August,Aug,7,Friday,Fri,7.98,160421,7%,601-99-3515,215-935-5310,Steelville,Chester,Steelville,PA,19370,Northeast,tcgonzales,uv6Cw8.}j@+N7O
581563,Prof.,Jerome,E,Foreman,M,jerome.foreman@verizon.net,Jarvis Foreman,Ramona Foreman,Trevino,12/11/1988,11:28:31 PM,28.65,74,8/28/2015,Q3,H2,2015,8,August,Aug,28,Friday,Fri,1.92,125044,1%,525-99-8310,203-633-8482,Cobalt,Middlesex,Cobalt,CT,6414,Northeast,jeforeman,VDahaJ4:b|R[H&8
925484,Mr.,Elton,L,Ferguson,M,elton.ferguson@ibm.com,Hung Ferguson,Gale Ferguson,Pope,11/30/1982,08:17:39 AM,34.68,74,5/9/2006,Q2,H1,2006,5,May,May,9,Tuesday,Tue,11.23,176750,24%,060-02-7585,217-662-5907,Lombard,DuPage,Lombard,IL,60148,Midwest,elferguson,WG!NJ$k{<?Hk]Pe
328562,Mr.,Stacy,V,Jennings,M,stacy.jennings@gmail.com,Hal Jennings,Frankie Jennings,Oneal,6/6/1980,10:29:19 AM,37.17,83,6/28/2006,Q2,H1,2006,6,June,Jun,28,Wednesday,Wed,11.09,134904,23%,772-02-1098,225-548-6104,Enterprise,Catahoula,Enterprise,LA,71425,South,svjennings,d~i0a$4?rm
759248,Dr.,Rory,V,Fowler,M,rory.fowler@shaw.ca,Frederick Fowler,Autumn Fowler,Mosley,3/6/1976,04:16:00 AM,41.42,65,12/22/2004,Q4,H2,2004,12,December,Dec,22,Wednesday,Wed,12.61,70626,7%,582-99-8089,215-234-1586,Templeton,Armstrong,Templeton,PA,16259,Northeast,rvfowler,QcN86gTm2Ynb-w
158543,Mr.,Greg,S,Kane,M,greg.kane@bp.com,Alfonzo Kane,Kris Kane,Blair,4/13/1964,11:03:33 PM,53.33,60,5/21/1992,Q2,H1,1992,5,May,May,21,Thursday,Thu,25.2,62904,26%,359-08-4375,270-884-8389,Turners Station,Henry,Turners Station,KY,40075,South,gskane,q$wVd%Ste:l\vs
275491,Dr.,Julian,Y,Russo,M,julian.russo@gmail.com,Jeff Russo,Jane Russo,Maddox,4/15/1958,03:58:46 PM,59.33,85,1/27/1988,Q1,H1,1988,1,January,Jan,27,Wednesday,Wed,29.52,117739,5%,193-86-6196,207-313-8110,Lisbon Center,Lisbon Center,Lisbon Center,ME,4251,Northeast,jyrusso,09%q~$XzoA
257927,Ms.,Agnes,J,Herman,F,agnes.herman@gmail.com,Miguel Herman,Katina Herman,Burks,12/12/1975,10:16:33 AM,41.65,43,1/4/1998,Q1,H1,1998,1,January,Jan,4,Sunday,Sun,19.58,128225,11%,285-15-4898,303-834-2433,Sugar City,Crowley,Sugar City,CO,81076,West,ajherman,3J4[~WrL7?9H2*
144114,Mrs.,Nancy,P,Gillespie,F,nancy.gillespie@ibm.com,Julio Gillespie,Ophelia Gillespie,Harmon,4/26/1980,01:45:31 PM,37.28,60,2/3/2011,Q1,H1,2011,2,February,Feb,3,Thursday,Thu,6.48,41796,6%,571-99-8980,217-435-0157,Cypress,Johnson,Cypress,IL,62923,Midwest,npgillespie,AJ|#t:Qi#~/j
262843,Mr.,Tyrone,N,Soto,M,tyrone.soto@yahoo.com,Danial Soto,Susanna Soto,Garner,4/7/1973,04:49:46 AM,44.34,61,10/26/2002,Q4,H2,2002,10,October,Oct,26,Saturday,Sat,14.76,175995,18%,260-99-2602,215-785-6734,Driftwood,Cameron,Driftwood,PA,15832,Northeast,tnsoto,7#{#HIA{rL{[n
963676,Mr.,Bradley,L,Chan,M,bradley.chan@hotmail.com,Winston Chan,Iva Chan,Kirkland,6/30/1979,03:35:04 AM,38.1,62,12/2/2002,Q4,H2,2002,12,December,Dec,2,Monday,Mon,14.66,58663,6%,578-53-2084,503-254-6301,Portland,Multnomah,Portland,OR,97228,West,blchan,vF|.0d]6H
745672,Dr.,Emile,A,Love,M,emile.love@gmail.com,Timothy Love,Yvonne Love,Palmer,10/19/1980,03:57:16 PM,36.8,60,1/23/2011,Q1,H1,2011,1,January,Jan,23,Sunday,Sun,6.52,144867,27%,463-99-4496,236-371-6203,Mears,Accomack,Mears,VA,23409,South,ealove,uN9wmWiB
135089,Prof.,Zachary,G,Gregory,M,zachary.gregory@cox.net,Kenton Gregory,Georgina Gregory,Bowers,11/14/1986,08:21:08 PM,30.72,80,7/14/2010,Q3,H2,2010,7,July,Jul,14,Wednesday,Wed,7.04,193629,9%,022-92-4866,907-896-4031,Fairbanks,Fairbanks North Star,Fairbanks,AK,99708,West,zggregory,L\|gdwM&[G59
593953,Drs.,Tara,A,Gutierrez,F,tara.gutierrez@aol.com,Warren Gutierrez,Simone Gutierrez,Mccray,1/29/1971,09:50:08 PM,46.53,44,8/17/1995,Q3,H2,1995,8,August,Aug,17,Thursday,Thu,21.96,115223,30%,533-71-1082,239-922-7150,Zephyrhills,Pasco,Zephyrhills,FL,33543,South,tagutierrez,p;dk*DU{P8Dp
169348,Mr.,Aubrey,T,Pugh,M,aubrey.pugh@gmail.com,Paul Pugh,Jimmie Pugh,Sloan,12/13/1993,11:06:45 AM,23.64,82,3/1/2016,Q1,H1,2016,3,March,Mar,1,Tuesday,Tue,1.41,56797,14%,029-92-8064,239-405-4736,Osprey,Sarasota,Osprey,FL,34229,South,atpugh,a}2|P%rct}
976096,Mr.,Carroll,E,Sweeney,M,carroll.sweeney@walmart.com,Erin Sweeney,Tamara Sweeney,Bentley,6/13/1989,06:58:53 PM,28.14,58,6/22/2016,Q2,H1,2016,6,June,Jun,22,Wednesday,Wed,1.1,103003,30%,496-29-5249,218-412-2298,Saint Martin,Stearns,Saint Martin,MN,56376,Midwest,cesweeney,YJiuoTH&6
790389,Ms.,Claudette,W,Solomon,F,claudette.solomon@yahoo.com,Rodger Solomon,Darlene Solomon,Mccormick,12/20/1984,05:10:54 PM,32.62,43,7/24/2014,Q3,H2,2014,7,July,Jul,24,Thursday,Thu,3.01,181603,17%,715-18-3952,308-298-8715,Omaha,Douglas,Omaha,NE,68175,Midwest,cwsolomon,y$+|N?zOGe%3Qea
143898,Mr.,Ricky,C,Bowers,M,ricky.bowers@hotmail.com,Doug Bowers,Janice Bowers,Gallagher,11/5/1976,01:30:42 PM,40.75,82,12/28/2008,Q4,H2,2008,12,December,Dec,28,Sunday,Sun,8.59,124155,23%,579-53-3688,205-610-5770,Mount Hope,Lawrence,Mount Hope,AL,35651,South,rcbowers,6+/mp^tb#\n
749765,Mr.,Brian,S,Fitzpatrick,M,brian.fitzpatrick@gmail.com,Darrel Fitzpatrick,Carrie Fitzpatrick,Summers,11/30/1978,09:29:46 PM,38.68,64,11/9/2007,Q4,H2,2007,11,November,Nov,9,Friday,Fri,9.72,151448,19%,076-02-8987,239-710-0174,Orlando,Orange,Orlando,FL,32813,South,bsfitzpatrick,m:-.Wp>Y
877422,Hon.,Nicholas,T,Branch,M,nicholas.branch@gmail.com,Rolland Branch,Deanna Branch,Wiley,2/4/1992,12:01:58 AM,25.5,66,6/13/2013,Q2,H1,2013,6,June,Jun,13,Thursday,Thu,4.13,134715,8%,582-99-0794,209-630-8100,Pomona,Los Angeles,Pomona,CA,91769,West,ntbranch,bkO|Q$?3$Rp9q
825343,Mrs.,Eileen,A,Hobbs,F,eileen.hobbs@gmail.com,Xavier Hobbs,Mercedes Hobbs,Hammond,5/10/1964,11:38:04 AM,53.25,59,8/1/1994,Q3,H2,1994,8,August,Aug,1,Monday,Mon,23.01,139476,17%,721-18-8978,262-747-2220,Oshkosh,Winnebago,Oshkosh,WI,54903,Midwest,eahobbs,x5+*MpNi}q2t
155570,Mr.,Colin,G,Wilson,M,colin.wilson@yahoo.com,Benny Wilson,Sheena Wilson,Baird,3/14/1976,05:46:45 AM,41.4,90,4/15/2002,Q2,H1,2002,4,April,Apr,15,Monday,Mon,15.3,131510,13%,456-99-5072,210-884-1227,Conroe,Montgomery,Conroe,TX,77304,South,cgwilson,d[w[oXu;6^hmP0
587361,Hon.,Rosario,W,Trevino,F,rosario.trevino@hotmail.co.uk,Nolan Trevino,Alyssa Trevino,Hernandez,12/20/1960,08:45:57 PM,56.64,46,6/30/2001,Q2,H1,2001,6,June,Jun,30,Saturday,Sat,16.09,46453,28%,438-99-6733,239-837-1872,Chattahoochee,Gadsden,Chattahoochee,FL,32324,South,rwtrevino,bXHSZNt&>aj@+
191240,Mr.,Salvador,Q,Gutierrez,M,salvador.gutierrez@hotmail.com,Zachariah Gutierrez,Kathrine Gutierrez,Yates,2/27/1994,01:32:56 AM,23.43,68,1/24/2016,Q1,H1,2016,1,January,Jan,24,Sunday,Sun,1.51,98487,21%,433-99-8048,270-927-3494,Huddy,Pike,Huddy,KY,41535,South,sqgutierrez,c++KqaKbE_&
404070,Prof.,Aldo,J,Medina,M,aldo.medina@gmail.com,Adolfo Medina,Darcy Medina,Gibson,11/6/1973,06:00:11 PM,43.75,50,10/4/2009,Q4,H2,2009,10,October,Oct,4,Sunday,Sun,7.82,61791,24%,450-99-2217,701-676-5051,Linton,Emmons,Linton,ND,58552,Midwest,ajmedina,OXCeV{gf.9L18OC
192175,Dr.,Bret,J,Blevins,M,bret.blevins@gmail.com,Mickey Blevins,Marie Blevins,Bradshaw,9/30/1979,08:45:12 PM,37.85,54,7/11/2015,Q3,H2,2015,7,July,Jul,11,Saturday,Sat,2.05,163665,14%,097-02-5670,231-210-4653,Vassar,Tuscola,Vassar,MI,48768,Midwest,bjblevins,vaU:{zwqX;/vw
825853,Hon.,Dominic,H,Mosley,M,dominic.mosley@gmail.com,Jesse Mosley,Deana Mosley,Bailey,7/19/1996,05:15:20 AM,21.04,60,7/27/2017,Q3,H2,2017,7,July,Jul,27,Thursday,Thu,0,112683,26%,524-99-5211,206-882-1588,Vancouver,Clark,Vancouver,WA,98663,West,dhmosley,xPr\aGPTQ#v
430843,Ms.,Karina,J,Owens,F,karina.owens@gmail.com,Francis Owens,Sheri Owens,Ball,10/30/1957,04:18:07 AM,59.78,45,6/30/1984,Q2,H1,1984,6,June,Jun,30,Saturday,Sat,33.1,91713,5%,021-94-2215,605-328-0861,Centerville,Turner,Centerville,SD,57014,Midwest,kjowens,Iowni;WUNVGYc^I
597805,Hon.,Marquis,R,Perkins,M,marquis.perkins@aol.com,Gil Perkins,Kelley Perkins,Cain,11/30/1984,01:20:38 PM,32.68,71,4/7/2012,Q2,H1,2012,4,April,Apr,7,Saturday,Sat,5.31,186371,23%,395-33-0468,212-941-0218,Manchester,Ontario,Manchester,NY,14504,Northeast,mrperkins,f]rj[3.f;Pz3
651120,Mr.,Damon,G,Solomon,M,damon.solomon@aol.com,Grant Solomon,Louisa Solomon,Reeves,7/31/1964,12:27:06 AM,53.03,75,5/10/2008,Q2,H1,2008,5,May,May,10,Saturday,Sat,9.22,157154,14%,074-02-6697,218-273-9680,Stacy,Chisago,Stacy,MN,55079,Midwest,dgsolomon,f9[2l>kA+nm
995242,Mr.,Leonel,K,Atkins,M,leonel.atkins@hotmail.com,Roderick Atkins,Rena Atkins,Robertson,7/11/1996,04:02:34 AM,21.06,89,7/27/2017,Q3,H2,2017,7,July,Jul,27,Thursday,Thu,0,190537,9%,191-86-5365,304-862-3580,Isaban,McDowell,Isaban,WV,24846,South,lkatkins,IiiJdi\R.i
839558,Mr.,Teddy,A,Merritt,M,teddy.merritt@msn.com,Garry Merritt,Louella Merritt,Watts,6/10/1977,10:26:52 AM,40.16,87,5/15/2010,Q2,H1,2010,5,May,May,15,Saturday,Sat,7.21,43192,20%,330-11-1775,215-283-5083,Timblin,Jefferson,Timblin,PA,15778,Northeast,tamerritt,vcw3QJ_1b
398788,Ms.,Alexandria,Y,Long,F,alexandria.long@hotmail.com,Gregorio Long,Katharine Long,Owens,2/15/1989,05:29:11 PM,28.47,60,11/16/2010,Q4,H2,2010,11,November,Nov,16,Tuesday,Tue,6.7,136817,0%,351-08-0065,217-924-3225,Cooksville,McLean,Cooksville,IL,61730,Midwest,aylong,UFAVy2jRV2_-g
166790,Ms.,Margaret,C,Reilly,F,margaret.reilly@yahoo.com,Elmer Reilly,Kasey Reilly,Wood,10/5/1971,01:55:35 AM,45.84,45,1/8/1995,Q1,H1,1995,1,January,Jan,8,Sunday,Sun,22.57,131166,27%,085-02-5151,239-788-2444,Plant City,Hillsborough,Plant City,FL,33567,South,mcreilly,Grf*;O;|
581261,Dr.,Willis,L,Rose,M,willis.rose@gmail.com,Lazaro Rose,Lorene Rose,Mcgee,7/27/1979,07:42:51 PM,38.03,72,12/25/2010,Q4,H2,2010,12,December,Dec,25,Saturday,Sat,6.59,192446,24%,502-37-0169,236-423-4606,Freeman,Brunswick,Freeman,VA,23856,South,wlrose,kYP0pt#Nc%qtMU{
793523,Prof.,Donovan,O,Bowman,M,donovan.bowman@hotmail.com,Sebastian Bowman,Opal Bowman,Mccall,3/3/1987,11:29:09 AM,30.42,84,9/16/2011,Q3,H2,2011,9,September,Sep,16,Friday,Fri,5.87,145629,7%,333-11-3489,207-867-3545,Monroe,Waldo,Monroe,ME,4951,Northeast,dobowman,fm&&1s-W]9>*Q
178602,Mrs.,Kristina,Q,Mcgowan,F,kristina.mcgowan@gmail.com,Brad Mcgowan,Minnie Mcgowan,Montgomery,8/29/1978,04:33:00 AM,38.94,60,5/11/2007,Q2,H1,2007,5,May,May,11,Friday,Fri,10.22,185016,16%,177-86-1872,209-530-2084,Merced,Merced,Merced,CA,95348,West,kqmcgowan,S\ZzE;:nx~
346662,Mr.,Garth,I,Clarke,M,garth.clarke@yahoo.com,Willard Clarke,Herminia Clarke,Barker,11/11/1969,05:26:58 AM,47.74,54,11/7/2015,Q4,H2,2015,11,November,Nov,7,Saturday,Sat,1.72,80047,25%,473-55-8809,270-393-1575,Phyllis,Pike,Phyllis,KY,41554,South,giclarke,img[SNhtDCW!J
817037,Mr.,Martin,W,Buchanan,M,martin.buchanan@charter.net,Aubrey Buchanan,Petra Buchanan,Barrett,9/14/1974,02:19:56 PM,42.9,61,7/14/2001,Q3,H2,2001,7,July,Jul,14,Saturday,Sat,16.05,105374,27%,698-16-9625,205-434-3924,Centre,Cherokee,Centre,AL,35960,South,mwbuchanan,O0M~/dS!K>>e]I
648913,Mr.,Irwin,D,Jenkins,M,irwin.jenkins@aol.com,Rodney Jenkins,Concetta Jenkins,Gilbert,5/20/1975,05:55:17 AM,42.22,75,5/23/2013,Q2,H1,2013,5,May,May,23,Thursday,Thu,4.18,48133,20%,027-92-7402,231-682-6128,Traverse City,Grand Traverse,Traverse City,MI,49685,Midwest,idjenkins,FMlA{P<iBZMW
924281,Mr.,Reynaldo,P,Sosa,M,reynaldo.sosa@gmail.com,Alec Sosa,Ana Sosa,Berg,10/15/1965,03:28:47 AM,51.82,73,5/3/1989,Q2,H1,1989,5,May,May,3,Wednesday,Wed,28.25,153633,12%,583-99-6285,212-493-7300,Jamaica,Jamaica,Jamaica,NY,11446,Northeast,rpsosa,7vY/{+49
951857,Drs.,Sherri,T,Snyder,F,sherri.snyder@gmail.com,Dominic Snyder,Leanna Snyder,Kelley,5/30/1991,01:07:05 AM,26.18,47,8/21/2013,Q3,H2,2013,8,August,Aug,21,Wednesday,Wed,3.94,65798,0%,690-22-1232,314-249-8205,Saint Louis,St. Louis,Saint Louis,MO,63132,Midwest,stsnyder,jvxRJXFB
474759,Mr.,Johnny,E,Dunlap,M,johnny.dunlap@gmail.com,Ashley Dunlap,Terri Dunlap,Dawson,11/2/1962,12:40:22 PM,54.77,81,7/15/2012,Q3,H2,2012,7,July,Jul,15,Sunday,Sun,5.04,193315,2%,473-55-5773,229-688-3291,Irwinville,Irwin,Irwinville,GA,31760,South,jedunlap,C#A.5SjDs[zxp^2
144715,Mr.,Earnest,X,Kirk,M,earnest.kirk@gmail.com,Tod Kirk,Ava Kirk,Francis,3/1/1965,05:48:50 AM,52.44,57,9/21/2005,Q3,H2,2005,9,September,Sep,21,Wednesday,Wed,11.86,168726,30%,424-65-1841,207-952-5215,Masardis,Aroostook,Masardis,ME,4759,Northeast,exkirk,M&6F&j2[O
141086,Dr.,Bernardo,Q,Mcdowell,M,bernardo.mcdowell@gmail.com,Jarrett Mcdowell,Rosario Mcdowell,Duke,5/28/1963,06:49:11 PM,54.21,86,4/24/2003,Q2,H1,2003,4,April,Apr,24,Thursday,Thu,14.27,118615,23%,065-02-8230,239-768-1883,Hollywood,Broward,Hollywood,FL,33026,South,bqmcdowell,x].e[H5t132P2
633255,Hon.,Yvette,U,Warner,F,yvette.warner@yahoo.com,Loren Warner,Jill Warner,Waters,6/17/1996,07:44:51 AM,21.13,50,7/9/2017,Q3,H2,2017,7,July,Jul,9,Sunday,Sun,0.05,190579,7%,080-02-6759,215-245-5970,Orviston,Centre,Orviston,PA,16864,Northeast,yuwarner,UFHv3Ns#MQ-
